id_ligue ,id_referee  ,id_home_team ,id_away_team ,   name_of_stadium ,match_date ,match_time 
7,338,86,91,86,2023-03-01,16:32:46
7,100,88,95,84,2022-12-20,18:28:54
7,361,88,85,77,2022-12-11,19:17:23
7,494,85,85,34,2023-03-21,13:10:01
7,571,92,85,3,2023-04-15,11:25:41
7,513,94,85,88,2022-12-22,9:46:57
7,751,91,94,1,2022-09-29,18:30:51
7,717,92,90,37,2022-10-31,18:45:55
7,175,87,94,54,2023-04-13,10:44:52
7,462,86,92,60,2022-09-11,18:59:28
7,661,88,90,68,2022-09-15,12:40:05
7,247,94,89,41,2023-06-19,13:13:18
7,999,87,89,52,2023-03-09,15:34:11
7,485,87,87,17,2023-05-09,21:25:30
7,959,92,91,37,2023-04-06,12:57:53
7,557,95,86,5,2022-12-15,9:37:22
7,904,87,93,13,2023-04-12,17:14:57
7,256,95,93,34,2023-05-14,13:48:35
7,787,91,90,44,2022-10-11,17:02:35
7,445,88,94,79,2022-08-21,16:08:04
7,936,88,85,5,2023-06-09,21:25:23
7,97,86,93,61,2022-09-07,10:12:51
7,218,95,92,52,2022-08-12,13:07:31
7,696,92,89,70,2022-10-06,12:19:25
7,289,95,90,83,2023-06-05,15:34:34
7,722,86,87,12,2023-03-28,15:12:22
7,788,91,92,81,2022-10-14,20:28:45
7,326,92,93,79,2023-01-27,19:40:45
7,799,88,91,77,2022-09-23,20:05:04
7,557,85,91,63,2023-02-24,18:02:32
7,289,90,90,15,2022-10-17,15:42:26
7,1000,89,89,57,2022-09-01,13:07:01
7,898,95,92,60,2023-05-29,18:42:23
7,701,94,85,82,2023-05-13,11:03:35
7,2,89,94,13,2022-08-28,19:55:04
7,229,88,95,32,2022-12-17,18:08:56
7,261,95,91,79,2022-09-10,16:27:55
7,219,92,85,40,2022-11-08,14:35:14
7,79,92,88,75,2022-12-07,13:49:41
7,589,95,92,62,2023-01-10,18:50:55
7,361,85,90,60,2023-04-05,9:50:24
7,221,86,88,60,2023-05-27,19:10:14
7,486,86,89,83,2022-10-03,10:31:41
7,829,95,93,53,2023-04-12,18:17:54
7,23,87,92,13,2022-11-26,19:17:10
7,287,93,88,49,2022-11-07,9:32:02
7,784,93,90,9,2022-12-05,15:01:42
7,52,86,88,80,2023-01-30,20:13:41
7,228,90,90,81,2023-03-10,16:37:36
7,739,93,88,81,2022-09-26,16:04:34
7,537,93,92,22,2022-12-23,15:47:46
7,190,85,90,54,2022-12-10,10:45:50
7,48,85,86,23,2023-01-03,18:22:58
7,262,89,86,88,2023-03-14,21:19:43
7,314,87,93,66,2023-06-09,20:10:46
7,407,95,91,80,2023-04-03,14:56:29
7,852,87,89,73,2023-02-02,10:08:05
7,623,90,95,17,2023-05-19,15:11:56
7,544,94,85,54,2022-11-23,16:36:20
7,109,88,91,23,2022-11-16,13:59:00
7,745,92,90,4,2022-09-25,18:52:43
7,265,94,88,65,2023-01-31,10:12:01
7,672,95,85,5,2022-12-12,14:56:59
7,514,87,86,22,2022-10-13,20:35:58
7,417,92,87,72,2023-05-29,13:31:05
7,888,91,89,66,2022-08-20,17:46:37
7,874,93,87,14,2022-11-17,10:07:24
7,391,87,89,9,2022-12-02,13:08:26
7,24,95,95,88,2023-04-30,17:56:10
7,483,92,86,5,2023-05-29,17:45:27
7,846,90,93,47,2023-05-22,20:25:51
7,527,91,92,60,2023-03-02,16:31:46
7,966,91,89,63,2022-08-15,18:24:02
7,171,91,88,20,2023-04-03,11:42:32
7,464,88,90,57,2022-09-19,16:40:53
7,852,87,93,68,2023-02-14,15:10:36
7,643,92,86,58,2022-11-27,9:37:47
7,512,92,95,14,2023-04-28,15:20:20
7,726,85,87,59,2023-01-05,14:36:59
7,210,90,94,34,2023-06-09,19:03:44
7,990,86,89,88,2023-04-20,20:12:01
7,710,92,88,32,2023-05-11,14:25:34
7,158,85,93,15,2022-11-20,10:37:12
7,78,93,86,75,2022-08-17,15:03:21
7,205,88,93,30,2023-01-14,9:47:00
7,615,89,86,32,2023-06-04,14:36:09
7,928,95,89,83,2022-12-15,11:05:23
7,332,87,87,2,2022-12-23,17:13:04
7,773,89,94,84,2022-11-25,12:29:59
7,505,85,92,18,2022-12-25,17:45:27
7,74,89,95,27,2023-01-10,13:23:24
7,145,87,87,63,2022-08-13,12:42:54
7,229,93,86,42,2022-08-22,20:31:22
7,601,95,95,61,2023-03-23,15:40:56
7,721,90,93,68,2023-04-15,18:36:57
7,165,90,90,81,2023-01-20,11:57:18
7,582,93,92,83,2023-01-09,17:29:03
7,535,85,95,70,2023-02-21,12:52:15
7,677,87,91,85,2022-09-19,16:55:27
7,794,92,86,57,2023-03-21,20:46:49
7,725,90,89,72,2023-03-15,15:46:56
7,589,87,93,39,2023-02-22,16:44:39
7,250,88,88,71,2022-12-16,18:31:52
7,301,87,87,64,2023-04-05,10:12:35
7,574,88,88,62,2023-03-12,11:16:39
7,161,91,95,49,2023-03-25,10:43:15
7,651,89,90,88,2023-01-10,16:05:19
7,260,86,92,59,2022-09-16,19:19:06
7,506,88,91,38,2022-08-22,17:43:18
7,501,90,93,44,2022-09-21,15:20:27
7,275,92,87,4,2023-05-27,12:15:04
7,662,87,85,19,2022-09-11,16:49:12
7,73,89,89,25,2022-12-26,9:50:25
7,329,95,94,9,2022-11-21,19:27:21
7,671,92,92,6,2023-04-08,16:09:17
7,945,89,86,86,2022-09-23,11:13:02
7,580,88,91,51,2022-10-26,14:17:03
7,185,87,94,76,2023-05-04,16:15:40
7,789,91,90,61,2023-04-04,13:04:41
7,8,92,94,56,2023-05-16,18:14:54
7,138,92,95,59,2022-08-27,15:02:50
7,464,87,85,8,2022-12-15,18:17:36
7,10,91,90,28,2023-04-06,16:06:12
7,177,93,93,52,2023-01-20,16:37:12
7,817,88,92,24,2023-03-25,20:06:55
7,608,88,88,34,2022-12-16,14:19:45
7,956,94,90,29,2023-02-08,20:36:08
7,271,88,86,10,2022-10-31,13:00:53
7,343,86,91,19,2022-12-19,21:20:54
7,172,90,86,81,2023-06-05,12:32:20
7,80,91,93,16,2022-10-26,18:03:02
7,470,88,91,74,2023-03-09,20:27:03
7,544,94,88,12,2023-01-09,11:19:05
7,103,92,95,31,2022-09-28,10:11:18
7,842,86,93,65,2022-10-16,12:10:05
7,822,85,90,4,2022-12-25,16:26:56
7,204,93,90,49,2022-10-15,18:03:23
7,713,85,89,89,2022-12-27,19:37:14
7,546,93,85,62,2023-05-05,13:52:54
7,34,85,90,41,2023-04-01,11:42:42
7,933,87,86,13,2022-08-16,17:35:39
7,365,92,88,47,2023-04-20,17:36:16
7,754,91,90,67,2023-06-11,11:01:10
7,3,91,85,6,2023-01-15,10:45:00
7,70,90,93,45,2023-06-14,17:49:42
7,695,87,93,15,2022-12-20,15:40:33
7,611,86,94,15,2023-05-20,10:26:03
7,292,87,89,84,2023-01-08,10:55:48
7,865,94,88,83,2022-09-16,14:40:03
7,637,87,90,28,2022-09-01,10:34:20
7,338,85,87,56,2023-04-13,13:39:13
7,801,90,92,80,2023-02-25,10:22:11
7,274,94,92,39,2023-03-03,13:57:43
7,801,86,94,17,2023-02-27,11:26:27
7,754,86,85,14,2023-01-22,14:16:58
7,423,88,93,77,2023-04-20,11:08:20
7,839,86,89,2,2023-05-30,18:02:49
7,10,89,88,87,2022-12-17,19:12:48
7,274,85,86,4,2023-05-05,17:10:15
7,787,90,90,39,2023-02-28,10:49:14
7,126,92,86,80,2023-01-16,18:21:52
7,79,90,94,42,2022-08-24,11:43:29
7,291,85,87,80,2023-02-08,11:25:30
7,197,92,90,20,2023-01-06,16:45:48
7,278,89,93,52,2022-11-15,14:18:25
7,388,88,89,64,2022-12-05,15:10:41
7,2,94,93,57,2023-03-23,14:42:30
7,204,89,89,66,2023-01-04,18:15:06
7,429,94,89,41,2023-01-12,19:19:18
7,364,89,87,81,2023-03-01,18:39:10
7,1,95,88,52,2022-10-18,18:30:00
7,254,85,93,70,2023-02-04,11:02:28
7,642,94,91,57,2022-09-21,12:04:45
7,841,95,90,84,2023-06-11,15:03:21
7,505,92,91,72,2022-12-09,11:55:43
7,600,90,89,5,2023-01-07,14:36:03
7,378,85,95,51,2023-03-09,18:38:02
7,241,93,93,31,2022-08-15,19:15:25
7,555,86,93,57,2023-06-14,19:31:14
7,387,89,94,39,2022-09-30,15:58:26
7,841,86,90,64,2022-11-25,21:14:10
7,293,95,91,23,2023-04-15,21:16:20
7,369,86,87,63,2023-06-11,17:07:14
7,318,91,91,15,2022-10-30,17:40:51
7,636,87,87,79,2023-03-09,17:28:17
7,427,86,95,76,2022-10-28,19:14:09
7,726,90,92,81,2022-11-28,13:24:26
7,458,89,89,89,2023-04-11,20:01:39
7,442,92,87,67,2022-12-11,16:19:05
7,648,92,89,24,2022-12-25,18:54:58
7,334,87,93,74,2022-09-27,13:52:49
7,356,87,93,17,2023-05-18,21:29:54
7,785,90,92,63,2023-04-20,18:12:33
7,377,86,95,66,2023-03-08,17:58:03
7,849,94,94,51,2023-05-18,13:16:34
7,951,86,85,42,2023-05-26,14:55:14
7,948,92,88,48,2023-01-17,15:57:43
7,108,87,95,40,2023-03-13,19:04:50
