id_ligue ,id_referee  ,id_home_team ,id_away_team ,   name_of_stadium ,match_date ,match_time 
1,487,5,1,24,2023-04-14,21:16:13
1,618,12,13,77,2023-06-02,11:16:50
1,489,4,11,32,2023-03-04,11:14:54
1,214,2,8,66,2022-10-16,15:27:28
1,807,6,13,86,2023-03-06,10:41:32
1,505,9,6,45,2022-08-17,19:46:56
1,216,12,10,1,2022-11-28,12:22:56
1,880,2,5,44,2022-11-21,20:11:58
1,924,13,13,3,2023-05-17,20:38:28
1,38,3,2,87,2022-12-07,20:56:23
1,672,9,4,25,2023-06-05,18:02:17
1,436,8,13,35,2023-03-05,12:14:53
1,397,10,4,24,2023-05-06,13:55:38
1,411,4,5,52,2023-04-09,15:21:07
1,737,5,8,38,2023-05-27,20:21:52
1,505,7,4,52,2023-06-03,14:57:35
1,315,4,11,77,2022-12-09,16:30:30
1,652,3,7,36,2023-06-15,21:18:33
1,487,3,7,60,2022-12-07,12:00:42
1,226,10,1,56,2022-09-12,14:26:42
1,127,9,6,5,2023-05-15,10:09:46
1,294,12,1,9,2023-05-14,20:26:21
1,415,13,5,61,2022-12-09,19:16:00
1,375,13,8,18,2023-05-07,13:28:14
1,129,10,3,89,2022-10-09,20:29:57
1,166,10,3,74,2023-04-22,13:13:52
1,345,12,2,89,2023-03-05,11:31:25
1,894,12,3,2,2023-03-02,14:08:39
1,240,2,4,57,2023-01-16,9:51:07
1,94,10,11,23,2023-03-26,19:29:29
1,290,2,5,68,2022-09-19,11:23:23
1,185,4,12,3,2023-05-12,10:56:59
1,285,4,9,86,2023-02-15,16:58:09
1,570,4,8,5,2022-10-02,15:40:15
1,431,7,4,15,2023-01-13,14:20:10
1,254,9,12,17,2022-09-13,20:59:00
1,983,5,8,20,2023-01-15,15:42:20
1,502,12,8,39,2023-01-05,17:31:21
1,100,9,12,22,2023-01-17,13:32:12
1,213,9,13,62,2022-11-04,10:54:02
1,482,1,6,22,2022-12-10,11:57:08
1,934,2,4,30,2022-11-13,21:13:39
1,686,10,8,25,2023-02-20,16:37:41
1,265,8,9,88,2022-09-05,9:45:22
1,350,1,13,35,2022-11-29,10:56:06
1,211,8,6,86,2022-09-05,10:56:40
1,484,6,4,23,2022-12-24,11:42:06
1,118,4,5,49,2022-12-09,15:10:28
1,123,2,5,77,2022-09-21,14:35:54
1,408,2,8,72,2023-02-06,13:45:40
1,339,11,8,75,2023-03-23,13:16:26
1,852,12,9,10,2023-03-10,19:49:32
1,432,7,10,87,2022-09-01,9:32:43
1,12,5,10,81,2022-09-08,14:09:31
1,692,1,9,3,2022-08-27,16:12:25
1,735,12,7,9,2023-05-19,12:34:50
1,819,8,10,4,2023-01-07,20:45:32
1,528,11,5,27,2022-09-19,14:15:56
1,601,12,1,62,2023-05-20,20:05:36
