id_ligue ,id_referee  ,id_home_team ,id_away_team ,   name_of_stadium ,match_date ,match_time 
2,658,25,22,37,2022-08-18,13:25:52
2,809,17,17,35,2023-01-15,18:56:56
2,8,18,23,45,2022-12-14,20:55:41
2,576,24,22,69,2023-05-19,14:20:10
2,227,18,17,5,2022-09-19,10:31:39
2,189,25,17,73,2022-08-25,11:02:10
2,467,22,20,9,2023-02-15,14:42:30
2,673,15,23,21,2023-02-27,11:29:40
2,460,19,16,85,2023-01-20,11:40:16
2,749,17,22,82,2022-11-08,11:34:03
2,835,22,14,85,2023-03-27,10:30:48
2,477,20,25,58,2022-10-21,15:07:39
2,577,26,25,14,2022-11-02,17:22:17
2,813,24,26,76,2023-03-30,16:50:53
2,178,18,22,19,2022-10-22,13:25:50
2,778,22,18,6,2022-09-24,18:17:55
2,701,24,24,53,2023-03-16,10:11:11
2,744,16,25,19,2023-03-29,16:08:17
2,810,21,22,59,2022-12-07,19:12:36
2,924,17,17,56,2022-11-30,14:09:14
2,107,22,23,35,2022-08-17,17:40:48
2,36,17,15,50,2023-05-06,12:04:45
2,321,14,17,87,2022-11-26,15:20:34
2,114,25,19,14,2022-12-20,16:59:41
2,793,22,19,50,2022-08-12,17:53:05
2,459,24,17,39,2022-11-03,13:14:13
2,309,23,20,41,2022-10-05,21:14:32
2,626,25,23,43,2022-09-26,12:40:26
2,91,19,23,17,2023-04-24,10:06:52
2,992,16,14,15,2022-08-18,17:44:14
2,376,19,25,46,2023-06-05,17:02:05
2,962,17,15,75,2022-12-05,16:24:29
2,932,21,14,85,2023-02-12,20:13:39
2,815,17,19,40,2023-03-10,18:48:52
2,178,20,16,87,2022-11-12,20:38:37
2,669,14,25,32,2022-10-29,17:58:22
2,265,22,25,73,2023-01-11,9:37:02
2,360,24,21,48,2023-05-31,16:52:25
2,93,17,24,87,2023-06-14,13:25:46
2,481,24,16,22,2023-01-16,16:46:55
2,54,25,19,11,2022-11-10,12:03:50
2,396,21,25,45,2023-05-23,13:07:10
2,209,18,17,48,2022-09-17,14:52:17
2,688,16,24,59,2022-08-19,17:36:28
2,699,15,23,73,2022-12-06,12:37:16
2,77,20,23,47,2023-06-13,18:59:55
2,346,16,22,16,2023-05-22,16:44:30
2,131,18,26,40,2023-02-27,15:05:21
2,414,24,24,14,2023-06-04,14:52:00
2,747,17,17,28,2023-03-04,20:03:28
2,454,15,15,46,2023-05-13,17:35:48
2,444,24,18,29,2022-11-13,20:59:46
2,916,25,18,2,2023-04-12,16:19:20
2,909,26,21,28,2023-04-15,21:26:33
2,918,15,14,72,2023-01-02,15:06:32
2,357,24,23,58,2022-12-30,11:50:58
2,600,20,21,71,2022-12-07,17:16:31
2,304,16,25,78,2023-04-22,21:09:55
2,63,24,19,24,2023-01-25,19:53:53
2,301,19,26,72,2022-11-10,15:11:17
2,495,22,16,50,2022-10-09,20:42:09
2,725,19,23,8,2023-02-22,15:14:24
2,792,25,15,81,2022-12-05,21:13:56
2,641,17,25,25,2023-03-30,16:48:18
2,485,26,26,44,2023-06-16,9:58:26
2,95,21,16,59,2023-04-24,14:51:47
2,76,26,20,70,2023-04-24,13:34:47
2,873,25,21,26,2023-01-12,20:44:06
2,960,26,20,74,2022-12-30,17:58:29
2,556,16,25,16,2023-05-30,11:44:29
2,242,23,22,59,2022-11-12,17:45:33
2,283,18,23,7,2023-03-07,17:35:08
2,927,22,24,7,2023-05-07,17:38:33
2,382,21,14,18,2023-04-02,20:29:35
2,581,25,16,15,2023-03-03,15:58:07
2,906,26,14,77,2023-04-18,16:44:29
2,515,17,24,13,2022-08-27,20:23:56
2,274,25,20,34,2022-10-12,9:56:19
2,421,25,20,28,2022-12-24,10:27:29
2,455,26,20,65,2023-05-05,14:01:56
2,650,18,23,87,2023-02-09,12:22:29
2,696,14,23,22,2022-12-18,18:08:56
2,982,14,17,1,2022-11-11,19:43:18
2,514,14,15,56,2023-04-12,19:43:53
2,677,16,24,44,2022-09-09,14:36:06
2,154,24,23,11,2022-09-05,17:37:40
2,622,14,26,89,2023-01-13,15:27:12
2,473,25,21,29,2022-08-23,11:16:16
2,615,17,18,47,2023-05-02,17:10:23
2,69,15,18,5,2023-05-10,17:56:22
2,585,20,19,13,2022-11-15,21:14:15
2,976,20,16,83,2022-10-28,15:01:55
2,338,16,17,17,2022-08-13,18:59:17
2,669,25,14,65,2023-05-25,17:02:54
2,239,18,26,63,2023-01-16,18:36:00
2,162,14,26,44,2023-05-03,19:43:05
2,284,15,24,24,2022-10-07,12:58:05
2,442,23,25,8,2023-04-23,16:54:37
2,398,18,20,42,2022-08-21,12:36:22
2,4,18,15,32,2022-12-18,11:31:30
2,454,20,26,43,2022-11-06,15:38:12
2,288,17,17,28,2023-05-06,20:01:30
2,72,21,19,40,2023-05-23,18:37:31
2,432,23,14,78,2022-08-23,12:10:23
2,262,21,21,82,2023-05-12,21:20:06
2,745,21,24,78,2023-04-13,10:51:35
2,281,16,20,6,2022-11-29,20:37:02
2,312,21,26,35,2022-11-13,11:13:45
2,922,24,20,63,2022-10-11,13:09:47
2,170,15,14,45,2022-12-18,19:19:29
2,928,20,20,46,2023-02-07,16:52:09
2,248,24,22,10,2022-12-02,10:53:51
2,519,15,24,27,2022-10-18,13:19:59
2,967,17,19,41,2022-08-22,18:40:34
2,549,18,16,25,2022-09-25,19:27:25
2,77,26,22,22,2022-11-14,20:56:24
2,57,26,26,83,2022-10-11,11:46:51
2,654,15,23,44,2023-03-26,13:16:35
2,832,22,23,75,2023-03-27,21:28:32
2,519,14,15,51,2022-12-05,21:15:17
2,798,25,17,17,2023-06-10,14:50:32
2,558,22,14,56,2023-01-22,17:26:26
2,769,26,25,7,2022-08-25,17:47:18
2,475,17,23,60,2023-01-12,18:09:12
2,618,18,22,10,2022-10-17,10:37:39
2,490,26,24,70,2023-03-30,12:06:12
2,469,26,20,71,2023-06-19,16:47:53
2,804,22,22,15,2023-01-11,14:12:17
2,695,14,22,4,2023-04-30,12:45:09
2,899,18,22,21,2022-09-26,19:47:04
2,91,22,24,63,2022-12-06,16:31:03
2,606,17,24,7,2022-08-18,11:08:21
2,906,18,18,67,2023-03-03,10:32:18
2,683,21,18,28,2022-10-06,15:23:18
2,391,15,26,25,2022-08-17,9:42:27
2,171,24,21,52,2023-01-17,12:10:12
2,572,17,22,16,2022-10-23,11:43:53
2,438,25,26,53,2022-09-28,21:27:55
2,777,14,24,29,2023-01-15,19:06:43
2,468,24,15,58,2023-05-29,10:59:57
2,701,21,16,38,2023-06-12,14:15:03
2,879,26,18,4,2022-11-21,18:38:23
2,523,18,14,2,2022-11-12,11:41:00
2,102,25,22,85,2022-10-25,18:46:54
2,513,24,16,65,2023-04-20,16:17:29
2,844,24,18,23,2023-05-25,18:00:03
2,111,17,24,11,2023-05-15,20:00:12
2,542,15,14,3,2023-04-27,16:57:01
2,393,18,16,6,2022-10-06,9:42:52
2,123,17,26,54,2022-08-24,13:54:29
2,340,21,21,21,2023-06-04,19:04:49
2,746,26,19,49,2022-12-08,20:13:43
2,966,22,20,22,2023-03-03,10:34:47
2,109,19,23,27,2022-09-06,18:05:00
2,650,14,25,44,2023-05-08,10:22:27
2,21,22,26,52,2023-03-19,18:07:12
2,115,19,17,83,2023-02-09,14:49:14
2,617,25,22,37,2022-08-27,21:09:29
2,518,17,14,66,2022-12-07,12:44:05
2,771,15,15,21,2022-09-20,11:03:29
2,356,24,22,75,2022-09-23,15:56:11
2,796,18,18,80,2023-06-15,16:11:51
2,749,14,23,7,2022-08-15,12:03:34
2,332,18,22,41,2023-01-08,10:06:42
2,654,22,26,71,2023-02-19,15:07:16
2,586,26,19,89,2022-11-06,20:11:43
2,201,24,23,5,2022-09-11,13:18:30
2,773,22,19,72,2022-08-12,10:43:25
2,219,17,24,3,2022-09-09,12:19:14
2,94,23,16,28,2023-01-02,19:15:04
2,792,20,16,26,2023-03-09,18:59:40
2,247,18,15,27,2022-11-01,13:18:49
2,583,14,14,24,2022-10-11,19:29:00
2,159,16,17,76,2023-06-13,16:25:28
2,637,15,16,17,2023-01-01,10:50:03
2,308,26,14,34,2023-04-15,11:34:02
2,884,15,26,51,2023-04-27,20:18:28
2,824,23,14,21,2022-12-29,10:28:53
2,39,21,23,4,2022-10-03,20:54:02
2,494,26,19,60,2023-04-12,9:30:10
2,342,22,17,59,2023-01-13,14:50:46
2,203,15,26,9,2022-11-13,18:48:34
2,801,24,15,88,2023-05-06,9:58:15
2,734,22,26,49,2023-05-18,12:58:43
2,374,19,18,60,2023-06-07,9:59:14
2,668,19,18,26,2022-11-03,18:30:00
2,628,18,25,6,2023-03-18,12:56:30
2,51,18,25,78,2022-11-03,14:56:55
2,16,20,18,53,2022-12-07,16:23:20
2,39,19,24,71,2023-01-03,11:16:59
2,263,17,26,53,2022-11-01,20:27:29
2,436,26,19,14,2022-08-22,10:52:31
