id_ligue ,id_referee  ,id_home_team ,id_away_team ,   name_of_stadium ,match_date ,match_time 
9,77,66,69,17,2022-09-06,20:40:47
9,543,62,64,55,2022-10-25,12:49:15
9,829,55,56,53,2023-03-14,10:24:12
9,582,68,66,13,2023-06-05,14:39:36
9,147,62,67,46,2022-08-24,19:45:46
9,236,61,67,73,2022-09-05,12:48:39
9,321,58,62,56,2022-11-28,13:23:21
9,208,64,56,12,2022-11-04,9:54:53
9,191,57,69,18,2022-08-28,19:06:49
9,244,62,64,65,2022-12-30,16:44:12
9,111,66,64,44,2023-03-21,15:44:33
9,528,61,60,20,2023-01-03,12:36:19
9,871,65,64,52,2022-10-26,16:46:20
9,686,69,67,17,2022-09-14,19:57:15
9,335,65,55,8,2022-08-12,14:29:42
9,749,61,65,62,2022-11-23,16:31:47
9,162,56,68,44,2022-10-30,17:25:56
9,887,56,57,2,2023-05-11,14:57:12
9,294,58,56,77,2023-02-24,11:41:19
9,315,67,58,17,2023-04-12,9:36:12
9,418,62,59,56,2022-09-24,11:40:05
9,150,60,56,63,2023-04-07,11:35:59
9,932,60,60,73,2023-05-07,21:24:20
9,887,58,61,9,2023-02-18,13:13:58
9,773,63,66,31,2022-11-17,12:06:10
9,1000,56,58,40,2022-10-08,11:08:08
9,559,60,57,69,2023-04-30,13:15:35
9,722,65,63,31,2022-11-03,20:48:02
9,269,62,57,56,2022-11-08,14:32:19
9,890,68,55,20,2023-02-12,17:42:21
9,76,66,56,18,2023-01-25,19:35:45
9,380,65,59,68,2022-12-01,14:29:28
9,284,68,68,21,2023-02-09,10:42:27
9,689,66,57,32,2023-03-18,10:35:13
9,899,63,65,56,2023-02-18,10:15:04
9,55,60,58,45,2022-12-18,19:43:34
9,395,62,62,6,2023-05-24,16:14:08
9,195,58,67,46,2022-09-13,19:32:46
9,931,69,57,47,2023-02-06,21:16:59
9,375,57,57,22,2023-04-19,14:51:00
9,899,63,55,64,2022-09-15,12:39:41
9,205,61,66,17,2023-01-10,11:33:19
9,966,61,56,72,2023-02-11,11:25:47
9,254,57,57,36,2023-05-12,10:49:34
9,610,57,61,41,2022-11-13,16:20:42
9,862,58,67,64,2023-04-03,10:56:58
9,410,57,69,86,2023-03-23,20:57:29
9,500,64,64,26,2022-12-04,19:01:57
9,74,67,62,6,2023-02-21,12:04:50
9,761,57,64,34,2022-08-15,17:23:40
9,580,67,65,5,2023-06-12,19:55:31
9,855,60,69,8,2022-09-30,15:20:00
9,583,67,67,33,2023-04-09,16:57:53
9,368,55,57,74,2023-06-19,13:31:35
9,949,65,62,4,2022-09-20,15:18:03
9,493,56,59,11,2023-03-22,18:13:44
9,636,55,65,74,2023-02-10,14:40:14
9,462,58,63,26,2022-09-18,15:34:09
9,342,56,64,51,2023-03-27,19:44:10
9,785,65,68,18,2022-08-13,10:11:42
9,795,62,57,18,2022-11-27,19:19:46
9,456,68,61,57,2023-02-18,16:15:28
9,814,63,69,9,2023-02-09,14:56:25
9,712,63,66,40,2023-06-10,17:18:48
9,566,58,59,57,2022-12-08,17:06:48
9,849,56,66,78,2023-05-06,17:00:27
9,20,56,60,14,2023-02-01,20:50:53
9,579,67,56,84,2022-10-21,17:58:42
9,119,61,57,8,2023-05-31,17:36:00
9,427,55,60,49,2022-10-31,12:35:29
9,39,66,58,54,2023-03-09,17:42:46
9,671,57,62,45,2022-08-31,18:04:24
9,255,56,63,19,2022-11-22,11:00:19
9,168,60,55,36,2022-11-30,17:19:06
9,448,55,62,72,2022-12-29,12:17:43
9,33,56,59,35,2022-11-09,17:06:58
9,452,66,62,51,2022-11-01,14:37:44
9,95,56,66,60,2022-10-25,13:17:00
9,470,61,69,86,2022-08-30,18:21:14
9,487,61,61,83,2023-03-12,19:54:59
9,129,59,65,29,2022-11-07,13:41:40
9,31,64,66,49,2022-08-13,11:01:06
9,380,66,60,16,2022-10-04,15:43:51
9,237,66,61,39,2022-12-05,21:01:06
9,159,59,57,17,2022-10-08,11:02:33
9,460,66,60,51,2022-10-20,18:30:54
9,369,61,55,19,2022-09-01,17:21:33
9,484,61,64,62,2022-10-01,15:24:34
9,367,63,61,12,2023-03-30,18:59:17
9,927,69,63,3,2022-09-22,18:00:39
9,246,69,57,69,2023-03-16,16:36:57
9,979,65,55,9,2022-11-17,17:16:06
9,46,60,64,34,2022-10-14,14:17:02
9,916,57,62,41,2023-04-06,13:28:59
9,836,69,57,64,2023-05-30,16:40:08
9,549,61,57,1,2022-11-19,9:45:20
9,348,64,56,74,2023-03-15,17:26:08
9,716,69,64,77,2022-10-06,21:08:23
9,552,58,59,32,2023-01-29,20:20:35
9,136,66,66,66,2023-01-08,13:05:22
9,274,59,60,54,2022-10-30,10:03:36
9,745,63,62,74,2023-03-22,17:27:11
9,911,60,59,49,2022-09-20,14:56:56
9,294,55,60,28,2023-03-21,13:55:40
9,136,58,60,84,2023-05-22,18:27:38
9,987,64,69,48,2022-11-11,20:04:53
9,190,58,60,52,2023-02-25,18:18:56
9,563,69,65,40,2023-05-02,10:59:35
9,735,65,59,84,2023-03-11,21:28:03
9,884,59,62,32,2023-01-25,12:01:25
9,975,57,69,56,2022-11-04,16:54:16
9,624,67,63,72,2022-08-28,19:25:24
9,41,62,67,39,2023-04-29,17:05:53
9,861,62,66,59,2022-12-27,15:33:35
9,92,57,63,70,2023-03-04,15:29:33
9,41,56,64,54,2023-04-11,20:16:55
9,114,61,64,50,2023-04-03,17:33:52
9,250,63,65,73,2022-12-04,18:02:43
9,836,65,57,46,2023-05-08,12:58:31
9,255,66,65,38,2023-01-18,16:47:04
9,680,65,57,26,2023-03-02,11:41:41
9,551,64,57,47,2023-05-23,9:50:44
9,892,66,57,17,2023-05-21,10:42:07
9,796,61,57,76,2023-05-13,16:57:13
9,731,65,65,55,2022-11-24,20:26:56
9,876,60,59,34,2023-05-15,18:50:21
9,526,58,63,12,2022-12-24,13:08:23
9,777,58,60,12,2023-03-10,14:41:08
9,910,61,61,37,2022-09-07,17:28:46
9,796,65,57,80,2023-06-15,16:14:42
9,272,59,64,46,2023-01-17,12:58:27
9,148,67,68,65,2023-04-24,12:47:10
9,371,60,68,63,2023-02-16,12:52:32
9,773,55,60,9,2022-11-17,17:39:38
9,909,55,59,12,2023-04-07,11:25:03
9,623,61,64,10,2022-10-06,20:55:31
9,911,68,60,3,2022-12-09,16:23:15
9,667,61,56,1,2023-02-22,17:10:14
9,82,57,64,40,2022-09-11,9:51:58
9,770,68,63,5,2023-02-08,15:24:43
9,113,67,57,69,2023-02-15,12:36:06
9,116,67,60,9,2023-05-18,20:42:32
9,161,66,57,58,2023-05-18,15:35:47
9,434,56,57,65,2022-11-09,20:28:26
9,299,64,59,37,2023-02-09,20:18:41
9,694,69,67,57,2023-05-21,14:53:46
9,145,66,64,80,2022-11-22,12:38:42
9,769,67,67,76,2022-09-09,15:48:43
9,495,62,58,29,2023-04-30,11:41:10
9,505,64,64,5,2022-12-21,12:44:16
9,213,61,65,49,2023-04-24,12:03:00
9,814,57,64,10,2023-03-18,11:46:57
9,232,67,61,43,2023-05-26,11:48:22
9,886,61,66,63,2023-03-30,17:24:53
9,86,66,55,40,2023-06-08,15:35:35
9,248,59,59,37,2023-06-11,11:19:46
9,993,62,68,75,2023-01-10,16:47:45
9,111,59,65,7,2023-05-09,15:46:15
9,519,62,67,27,2022-09-30,16:05:06
9,714,57,69,29,2022-09-27,10:50:37
9,464,59,55,56,2023-01-16,20:25:20
9,88,63,59,34,2023-04-27,15:00:56
9,422,66,62,55,2023-04-17,18:16:49
9,647,68,55,75,2022-11-25,11:37:54
9,255,62,63,86,2022-12-27,12:27:34
9,938,65,69,32,2022-12-15,14:13:46
9,446,66,66,88,2022-12-16,19:20:49
9,17,60,56,63,2023-03-09,20:06:32
9,538,61,55,30,2022-10-15,20:58:37
9,103,68,56,70,2022-08-16,16:50:05
9,503,68,65,4,2023-03-30,11:51:58
9,842,63,56,80,2023-05-12,19:46:59
9,439,62,67,32,2022-11-27,17:00:45
9,862,63,61,25,2023-05-09,16:23:47
9,502,57,63,11,2023-06-15,12:06:22
9,804,62,61,22,2023-02-04,19:24:25
9,752,55,61,57,2023-05-11,21:23:30
9,549,63,65,44,2023-01-17,9:45:59
9,837,60,67,41,2022-11-19,10:17:00
9,241,58,59,68,2023-05-24,19:07:37
9,36,65,62,9,2023-04-10,10:06:12
9,168,55,59,65,2023-02-07,18:25:09
9,839,65,64,6,2022-11-24,9:34:43
9,689,65,66,55,2023-04-28,16:41:52
9,33,59,65,8,2023-06-11,17:57:48
9,112,59,55,30,2023-04-16,20:05:46
9,28,68,67,82,2023-04-17,10:14:48
9,758,60,59,39,2022-11-03,15:50:20
9,50,66,60,49,2023-04-28,10:14:29
9,431,58,69,46,2022-10-30,12:55:16
9,848,60,67,88,2023-03-07,10:50:34
9,340,66,60,32,2022-11-12,18:47:19
9,182,56,55,39,2022-08-21,13:39:24
9,594,68,63,69,2023-05-11,11:16:02
9,271,65,62,7,2022-10-23,20:31:31
9,545,69,61,25,2022-09-15,21:01:18
9,422,66,58,6,2023-06-10,11:26:32
9,722,57,56,86,2023-05-03,19:01:39
9,814,63,61,34,2023-04-07,11:24:26
9,232,61,66,84,2023-02-22,20:45:55
9,279,57,65,11,2022-08-13,21:21:41
9,729,56,58,64,2023-02-20,21:22:24
9,942,62,59,75,2022-11-12,20:14:08
9,771,58,69,30,2023-02-25,13:37:25
9,459,68,62,89,2023-02-03,19:11:49
9,747,57,67,49,2022-10-15,17:16:40
9,833,61,57,19,2023-04-14,15:22:10
9,273,65,57,38,2023-03-06,20:37:50
9,209,63,68,68,2023-05-08,14:07:08
9,725,55,60,36,2023-01-21,18:28:23
9,516,68,64,13,2022-12-13,12:32:21
9,158,56,55,65,2022-10-24,12:24:11
9,343,68,58,74,2023-02-07,18:04:30
9,439,60,63,24,2023-02-08,9:56:05
9,125,60,61,14,2023-05-22,18:32:15
9,361,57,62,58,2023-02-22,20:00:03
9,247,68,61,78,2022-11-18,13:20:59
9,705,65,58,18,2023-03-09,13:01:17
9,736,58,63,17,2023-04-07,14:39:19
9,280,56,57,67,2023-06-14,12:55:08
9,283,68,67,20,2022-09-16,10:20:04
9,410,65,64,46,2023-04-30,11:45:31
9,330,66,67,64,2023-04-21,12:22:22
9,416,67,68,10,2023-06-17,11:51:36
9,374,67,57,75,2023-05-22,10:27:37
9,497,68,56,34,2022-08-30,11:05:05
9,661,57,61,59,2023-01-14,21:22:04
9,677,65,68,64,2022-10-10,12:31:20
9,839,62,63,56,2022-08-24,17:27:11
9,757,61,57,60,2023-01-12,9:47:55
9,580,55,57,89,2022-12-31,18:18:42
9,227,59,68,23,2022-08-30,11:29:18
9,800,56,58,42,2023-02-25,20:42:23
9,216,59,58,21,2023-01-22,14:16:17
9,302,57,66,42,2022-10-04,20:32:39
9,518,68,67,25,2023-06-09,12:03:44
9,939,67,59,64,2023-03-15,11:18:26
9,464,63,56,60,2023-04-27,14:49:44
9,622,65,61,63,2022-11-23,13:12:57
9,809,57,65,8,2023-04-06,11:45:13
9,410,64,58,15,2023-01-12,14:41:47
9,84,60,68,31,2023-05-01,20:47:24
9,314,66,67,33,2023-06-08,11:36:47
9,445,69,62,78,2023-02-10,11:00:21
9,617,61,58,42,2023-01-31,11:56:12
9,176,66,64,14,2023-01-13,12:26:16
9,230,68,57,66,2023-04-06,14:13:19
9,661,63,55,63,2022-08-19,20:32:09
